customerid,customerid of PerfDemoCombined_train,Max(loannumber),Mean(loannumber),Sum(loannumber),Max(durationforapproval),Mean(durationforapproval),Sum(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Sum(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(churn_flag),Max(AgeAtTimeofLoan),Pct_default,Mean(AgeAtTimeofLoan),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,good_bad_flag,birthdate,bank_account_type,bank_account_recode,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,employment_status_clients_recode,level_of_education_clients,Validation
8a858eaa5b14b9b2015b14d3a3090d8a,8a858eaa5b14b9b2015b14d3a3090d8a,5,3,15,1.008333333,1.003888889,5.019444444,365,346.75,1733.75,0,0,0,1,0.8,4,39,80,39,195,301965877,5,06:53.0,06:34.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.2890603,9.097488,First Bank,,,Unknown,,Validation
8a858eac5ad81473015ad8f0682934f3,8a858eac5ad81473015ad8f0682934f3,5,3,15,1.018611111,1.0085,5.0425,365,365,1825,0,0,0,1,0.4,2,24,40,23.9,120,301996697,5,58:35.0,58:28.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3498134,6.6054112,EcoBank,,,Unknown,,Test
8a858eac5b3ece95015b3ee7942e2457,8a858eac5b3ece95015b3ee7942e2457,5,3,15,1.004166667,1.002722222,5.013611111,365,328.5,1642.5,0,0,0,1,0.8,4,48,80,48,240,301966449,5,25:09.0,24:54.0,20000,24500,30,,Good,00:00.0,Savings,Savings,7.0547176,4.8237067,GT Bank,,,Unknown,,Training
8a858eac5b3ece95015b3f17c44d57ff,8a858eac5b3ece95015b3f17c44d57ff,5,3,15,1.018333333,1.005333333,5.026666667,365,328.5,1642.5,0,0,0,1,0.8,4,39,80,39.1,195,301974956,5,31:01.0,29:55.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3351367,6.6239767,Diamond Bank,,Permanent,Permanent,,Test
8a858eaf582fd5aa01582ffc7e8b117f,8a858eaf582fd5aa01582ffc7e8b117f,5,3,15,1.005833333,1.003055556,5.015277778,365,346.75,1733.75,0,0,0,1,0.6,3,29,60,29.1,146,301964546,5,31:11.0,31:06.0,10000,12250,30,,Good,00:00.0,Other,Other,5.7074437,5.8849499,FCMB,,Self-Employed,Self-Employed,Graduate,Training
8a858eb95b8c2f6e015b8cb299b128a0,8a858eb95b8c2f6e015b8cb299b128a0,5,3,15,1.005277778,1.0025,5.0125,365,328.5,1642.5,0,0,0,1,1,5,38,100,37.4,187,301982765,5,48:24.0,48:18.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.2901962,6.6663855,First Bank,,Permanent,Permanent,,Training
8a858eb95b8c2f6e015b8d569e153fb6,8a858eb95b8c2f6e015b8d569e153fb6,5,3,15,1.003611111,1.002166667,5.010833333,365,328.5,1642.5,0,0,0,1,1,5,36,100,35.5,178,301963316,5,51:22.0,51:16.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3359223,6.6146493,GT Bank,,Permanent,Permanent,,Training
8a858eb95591bf00015596ab2eb11f5e,8a858eb95591bf00015596ab2eb11f5e,5,3,15,1.02,1.005388889,5.026944444,365,273.75,1368.75,0,0,0,1,0.6,3,24,60,23.5,117,301961868,5,43:15.0,43:09.0,30000,34500,30,,Good,00:00.0,Other,Other,-76.5800679,39.5182268,Stanbic IBTC,,Permanent,Permanent,,Validation
8a858eba5b681df4015b6e0c99d3697f,8a858eba5b681df4015b6e0c99d3697f,5,3,15,1.019722222,1.005555556,5.027777778,365,292,1460,1,1,5,1,0.8,4,32,80,31.6,158,302001094,5,06:17.0,05:06.0,20000,23000,30,8a858f385b34d285015b368d23720716,Good,00:00.0,Savings,Savings,4.5646288,8.4680385,GT Bank,,Permanent,Permanent,,Validation
8a858ec05ba5ca1d015ba5e55a060b0c,8a858ec05ba5ca1d015ba5e55a060b0c,5,3,15,1.003611111,1.002111111,5.010555556,365,310.25,1551.25,1,1,5,1,1,5,37,100,37.1,185,302000786,5,13:52.0,13:47.0,20000,24500,30,8a858f1b5b256bc9015b2bd3050a1fc7,Good,00:00.0,Savings,Savings,4.5368193,7.764601,Diamond Bank,,,Unknown,,Test
8a858ec25a4d1d16015a4d40078b0a73,8a858ec25a4d1d16015a4d40078b0a73,5,3,15,1.003333333,1.002444444,5.012222222,365,328.5,1642.5,0,0,0,1,0.6,3,22,60,21.7,108,301959215,5,31:42.0,31:33.0,20000,24500,30,,Bad,00:00.0,Savings,Savings,12.4558675,9.2645416,GT Bank,,Permanent,Permanent,,Training
8a858ec25a4d1d16015a5004af0d4d20,8a858ec25a4d1d16015a5004af0d4d20,5,3,15,1.018611111,1.005722222,5.028611111,365,328.5,1642.5,0,0,0,1,1,5,25,100,24.5,122,301987403,5,07:31.0,07:21.0,20000,22250,15,,Good,00:00.0,Savings,Savings,6.7717363,6.1265464,Diamond Bank,,Permanent,Permanent,,Training
8a858ec25a422913015a42b9e0544f59,8a858ec25a422913015a42b9e0544f59,5,3,15,1.018611111,1.006722222,5.033611111,365,328.5,1642.5,0,0,0,1,0.8,4,31,80,31.3,157,301989710,5,21:44.0,21:38.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3610229,6.4807943,First Bank,,Permanent,Permanent,,Test
8a858ec55b67bb15015b67ce6a96119a,8a858ec55b67bb15015b67ce6a96119a,5,3,15,1.003055556,1.002,5.01,365,328.5,1642.5,0,0,0,1,0.6,3,34,60,33.7,169,301959633,5,42:13.0,42:07.0,20000,22250,15,,Good,00:00.0,Savings,Savings,5.604239,6.420267,Access Bank,,Permanent,Permanent,,Validation
8a858ec85a8530ec015a8535b0e3029a,8a858ec85a8530ec015a8535b0e3029a,5,3,15,1.018611111,1.005944444,5.029722222,365,328.5,1642.5,0,0,0,1,0.6,3,38,60,38,190,302003227,5,15:41.0,15:34.0,20000,24500,30,,Good,00:00.0,Savings,Savings,6.2951979,4.9104818,GT Bank,,Permanent,Permanent,,Test
8a858ec9590ad35d01592fc002540aa9,8a858ec9590ad35d01592fc002540aa9,5,3,15,1.018888889,1.006166667,5.030833333,365,365,1825,0,0,0,1,0.4,2,38,40,38.2,191,301999906,5,09:23.0,09:17.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3552084,6.4844596,First Bank,,Permanent,Permanent,,Training
8a858ed75bb64559015bbf81e3632d56,8a858ed75bb64559015bbf81e3632d56,5,3,15,1.002777778,1.002,5.01,365,328.5,1642.5,1,1,5,1,0.4,2,31,40,30.6,153,301976566,5,33:25.0,33:19.0,20000,24500,30,8a858edb552adcfd015531bdc5371d37,Bad,00:00.0,Savings,Savings,6.2038683,5.1660883,Unity Bank,,Permanent,Permanent,,Validation
8a858ed759ffb4d1015a02d41aa95acf,8a858ed759ffb4d1015a02d41aa95acf,5,3,15,1.019166667,1.006111111,5.030555556,365,365,1825,0,0,0,1,0.6,3,32,60,31.5,157,301979448,5,24:40.0,24:34.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.3958,6.4531,GT Bank,,,Unknown,,Test
8a858eda552adcc2015553a6385628e7,8a858eda552adcc2015553a6385628e7,5,3,15,1.002777778,1.002166667,5.010833333,365,365,1825,0,0,0,1,0.8,4,30,80,29.5,148,301964307,5,01:14.0,01:07.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3844048,6.5358295,Fidelity Bank,,Permanent,Permanent,,Validation
8a858eda552adcc201553022b8a64b1d,8a858eda552adcc201553022b8a64b1d,5,3,15,1.018888889,1.005555556,5.027777778,365,273.75,1368.75,0,0,0,1,0.8,4,36,80,35.1,176,301985524,5,27:56.0,27:49.0,30000,34500,30,,Good,00:00.0,Other,Other,3.4256924,6.4340012,GT Bank,,Permanent,Permanent,,Test
8a858edb5a70bfe0015a7ef6715642d0,8a858edb5a70bfe0015a7ef6715642d0,5,3,15,1.839166667,1.172611111,5.863055556,365,328.5,1642.5,0,0,0,1,0.8,4,34,80,33.8,169,301970883,5,19:12.0,19:07.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3556068,6.679045,Access Bank,,Permanent,Permanent,,Test
8a858edb5ad79cc6015ad7c9b29415c8,8a858edb5ad79cc6015ad7c9b29415c8,5,3,15,1.020277778,1.008888889,5.044444444,365,328.5,1642.5,0,0,0,1,0.8,4,31,80,30.8,154,301981500,5,17:01.0,15:48.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.479829,6.4489694,GT Bank,,Permanent,Permanent,,Validation
8a858edb5b671760015b67573f222acd,8a858edb5b671760015b67573f222acd,5,3,15,1.003611111,1.002277778,5.011388889,365,328.5,1642.5,0,0,0,1,0.8,4,27,80,27.3,137,301993644,5,27:02.0,26:49.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.5876067,6.6012417,Fidelity Bank,,,Unknown,,Test
8a858edb5bd936e4015bdf8a95d7656a,8a858edb5bd936e4015bdf8a95d7656a,5,3,15,1.018888889,1.005388889,5.026944444,365,322.4166667,1612.083333,0,0,0,1,0.6,3,36,60,36.1,181,301994136,5,46:47.0,46:39.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.3939591,6.6074703,Zenith Bank,,,Unknown,,Validation
8a858ee0560bc0770156222d2ade524c,8a858ee0560bc0770156222d2ade524c,5,3,15,1.004444444,1.002888889,5.014444444,365,346.75,1733.75,0,0,0,1,0.6,3,33,60,33.1,166,301961422,5,27:26.0,27:20.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3986234,6.5528982,First Bank,,Permanent,Permanent,,Test
8a858ee25b34d796015b3562b4bb4ad4,8a858ee25b34d796015b3562b4bb4ad4,5,3,15,1.019722222,1.005722222,5.028611111,365,310.25,1551.25,0,0,0,1,1,5,25,100,25.2,126,301999023,5,01:06.0,59:55.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.5227937,6.4297418,First Bank,,Permanent,Permanent,,Training
8a858ee75a1db75f015a1df3eb031cf7,8a858ee75a1db75f015a1df3eb031cf7,5,3,15,1.005555556,1.002777778,5.013888889,365,346.75,1733.75,0,0,0,1,0.8,4,40,80,39.7,198,301974284,5,07:11.0,07:04.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.418513,6.4252771,GT Bank,,Permanent,Permanent,,Validation
8a858eed5756fb0e0157576dda0129e5,8a858eed5756fb0e0157576dda0129e5,5,3,15,1.018888889,1.005666667,5.028333333,365,365,1825,0,0,0,1,0.2,1,36,20,36.2,181,301971945,5,15:09.0,15:02.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.6128002,6.4816779,Zenith Bank,,Permanent,Permanent,,Test
8a858eef55548905015554a9578505d4,8a858eef55548905015554a9578505d4,5,3,15,1.005555556,1.003333333,5.016666667,365,365,1825,0,0,0,1,0.2,1,37,20,36.1,181,301969491,5,07:29.0,07:24.0,10000,13000,30,,Good,00:00.0,Other,Other,3.2904606,7.1355911,First Bank,,Permanent,Permanent,Graduate,Training
8a858eef55548905015572bde55a59e3,8a858eef55548905015572bde55a59e3,5,3,15,1.018055556,1.006,5.03,365,365,1825,0,0,0,1,0.6,3,23,60,22.4,112,301963581,5,23:53.0,22:48.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,6.936152,4.8913597,Diamond Bank,,Permanent,Permanent,,Training
8a858ef75997d0180159a695b01e2c4c,8a858ef75997d0180159a695b01e2c4c,5,3,15,1.018611111,1.005166667,5.025833333,365,328.5,1642.5,0,0,0,1,0.4,2,41,40,40.6,203,301989547,5,43:59.0,43:53.0,20000,24500,30,,Good,00:00.0,Savings,Savings,7.4401471,8.9494179,First Bank,,,Unknown,,Training
8a858f0a5bf3716c015bf6a959052817,8a858f0a5bf3716c015bf6a959052817,5,3,15,1.003611111,1.002222222,5.011111111,365,328.5,1642.5,0,0,0,1,0.6,3,29,60,28.8,144,301974836,5,00:56.0,00:50.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.9086961,7.4379649,FCMB,,,Unknown,,Training
8a858f0b5b5ddd79015b5e73ab0e5443,8a858f0b5b5ddd79015b5e73ab0e5443,5,3,15,1.019166667,1.006055556,5.030277778,365,365,1825,0,0,0,1,0.4,2,33,40,32.5,162,301997681,5,08:41.0,07:32.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.8261355,7.3632383,Union Bank,,Permanent,Permanent,,Validation
8a858f0056b7cf8e0156bb2a7ff97987,8a858f0056b7cf8e0156bb2a7ff97987,5,3,15,1.003611111,1.002388889,5.011944444,365,269.6936333,1348.468167,0,0,0,1,0.8,4,32,80,31.6,158,301993113,5,00:56.0,00:49.0,30000,34500,30,,Good,00:00.0,Other,Other,6.708508,6.2119155,First Bank,,Unemployed,ContractRetiredUnemployed,,Validation
8a858f0056b7cf8e0156c0b3f1323b0d,8a858f0056b7cf8e0156c0b3f1323b0d,5,3,15,1.003888889,1.002777778,5.013888889,365,346.75,1733.75,0,0,0,1,0.6,3,30,60,30.1,151,301967078,5,29:20.0,29:06.0,20000,24500,30,,Bad,00:00.0,Savings,Savings,3.3996538,6.5340262,Zenith Bank,,Permanent,Permanent,,Test
8a858f01588603fa0158872e60af68d0,8a858f01588603fa0158872e60af68d0,5,3,15,1.011111111,1.004388889,5.021944444,365,365,1825,0,0,0,1,0.6,3,54,60,53.8,269,301969372,5,26:23.0,26:09.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3009699,6.5666867,First Bank,,,Unknown,,Training
8a858f01589b6f8e01589bf33ffc492f,8a858f01589b6f8e01589bf33ffc492f,5,3,15,1.019166667,1.006277778,5.031388889,365,365,1825,0,0,0,1,0.6,3,38,60,38.1,190,301992295,5,02:02.0,01:46.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.3446747,6.4768189,First Bank,,Permanent,Permanent,,Training
8a858f035ac15096015ac6ca9b3e0879,8a858f035ac15096015ac6ca9b3e0879,5,3,15,1.968888889,1.1985,5.9925,365,328.5,1642.5,0,0,0,1,0.8,4,32,80,31.9,159,301963346,5,07:40.0,06:35.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3809387,6.645147,First Bank,,Permanent,Permanent,,Validation
8a858f045bab240c015bafd0d39709a7,8a858f045bab240c015bafd0d39709a7,5,3,15,1.278333333,1.057277778,5.286388889,365,328.5,1642.5,0,0,0,1,1,5,39,100,38.8,194,301975991,5,38:51.0,38:44.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.8351565,7.4333021,GT Bank,,,Unknown,,Training
8a858f065b1fe50a015b20c201f574d1,8a858f065b1fe50a015b20c201f574d1,5,3,15,1.003888889,1.002666667,5.013333333,365,328.5,1642.5,0,0,0,1,1,5,36,100,35.7,179,301989053,5,56:55.0,56:41.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.4672483,6.4374075,GT Bank,,Permanent,Permanent,,Validation
8a858f075b58beb8015b598406815852,8a858f075b58beb8015b598406815852,5,3,15,1.02,1.006555556,5.032777778,365,346.75,1733.75,0,0,0,1,1,5,29,100,29.1,146,301996038,5,16:08.0,14:56.0,20000,24500,30,,Good,00:00.0,Savings,Savings,7.4845662,9.0546924,UBA,,Permanent,Permanent,,Training
8a858f085a477386015a4a4e163019b5,8a858f085a477386015a4a4e163019b5,5,3,15,1.005555556,1.002611111,5.013055556,365,279.8333333,1399.166667,0,0,0,1,0.8,4,34,80,33.7,169,301961606,5,40:15.0,40:10.0,30000,34500,30,,Good,00:00.0,Savings,Savings,12.4737079,9.1820309,EcoBank,,Permanent,Permanent,,Test
8a858f085b494826015b54791d4f0126,8a858f085b494826015b54791d4f0126,5,3,15,1.002777778,1.002166667,5.010833333,365,328.5,1642.5,1,1,5,1,1,5,28,100,28.2,141,301958789,5,02:06.0,02:00.0,20000,24500,30,8a858e055ac84a51015ac944e21e6883,Good,00:00.0,Savings,Savings,7.9016168,5.0482687,GT Bank,,,Unknown,,Training
8a858f085b494826015b577599db521e,8a858f085b494826015b577599db521e,5,3,15,1.018888889,1.0055,5.0275,365,365,1825,1,1,5,1,0.4,2,24,40,23.8,119,301985890,5,17:26.0,16:18.0,10000,11500,15,8a858e51584a1fc701584ef9749a7d80,Good,00:00.0,Savings,Savings,3.329568,6.5490517,GT Bank,,,Unknown,,Validation
8a858f085bcf44be015bd2e931310a74,8a858f085bcf44be015bd2e931310a74,5,3,15,1.0075,1.002888889,5.014444444,365,328.5,1642.5,1,1,5,1,1,5,41,100,40.5,202,301968274,5,54:23.0,54:18.0,20000,24500,30,8a858f495bcefdb9015bcf9d6b173bf5,Good,00:00.0,Savings,Savings,3.2340097,6.545471,FCMB,,,Unknown,,Training
8a858f1b5a601b5a015a609f5b984127,8a858f1b5a601b5a015a609f5b984127,5,3,15,1.018611111,1.005388889,5.026944444,365,292,1460,0,0,0,1,1,5,27,100,26.9,134,301971188,5,02:26.0,02:18.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.2818205,7.435173,First Bank,,Student,Student,,Test
8a858f1d5a848d2b015a84ac9d89217c,8a858f1d5a848d2b015a84ac9d89217c,5,3,15,1.018611111,1.0055,5.0275,365,328.5,1642.5,0,0,0,1,0.8,4,27,80,26.3,132,301981421,5,38:11.0,38:04.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.4913882,6.4393645,GT Bank,,Permanent,Permanent,,Validation
8a858f1e5add5268015ae7ca38b245d2,8a858f1e5add5268015ae7ca38b245d2,5,3,15,1.018333333,1.005555556,5.027777778,365,328.5,1642.5,0,0,0,1,1,5,28,100,27.7,139,301958534,5,10:45.0,09:39.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.8785952,7.3880557,Stanbic IBTC,,Permanent,Permanent,,Training
8a858f1e5baffcc9015bb02b505f180d,8a858f1e5baffcc9015bb02b505f180d,5,3,15,1.004444444,1.0025,5.0125,365,328.5,1642.5,0,0,0,1,0.8,4,34,80,34.2,171,301983018,5,29:21.0,29:12.0,20000,24500,30,,Good,00:00.0,Savings,Savings,6.9693497,4.8185346,GT Bank,,Permanent,Permanent,,Training
8a858f1e5baffcc9015bb02b505f180d,8a858f1e5baffcc9015bb02b505f180d,5,3,15,1.004444444,1.0025,5.0125,365,328.5,1642.5,0,0,0,1,0.8,4,34,80,34.2,171,301983018,5,29:21.0,29:12.0,20000,24500,30,,Good,00:00.0,Savings,Savings,6.9693497,4.8185346,GT Bank,,Permanent,Permanent,,Test
8a858f2b5998268e0159a1bb02794eb9,8a858f2b5998268e0159a1bb02794eb9,5,3,15,1.003055556,1.002333333,5.011666667,365,328.5,1642.5,0,0,0,1,0.6,3,33,60,32.7,163,301981702,5,55:03.0,54:56.0,20000,22250,15,,Bad,00:00.0,Savings,Savings,6.7214334,6.1901477,GT Bank,,Permanent,Permanent,,Test
8a858f2c59b684590159b6d6a5242df3,8a858f2c59b684590159b6d6a5242df3,5,3,15,1.018333333,1.005166667,5.025833333,365,328.5,1642.5,0,0,0,1,0.6,3,54,60,53.7,269,301985771,5,10:31.0,10:25.0,10000,12250,30,,Good,00:00.0,Savings,Savings,5.1843213,7.2520945,Zenith Bank,,Permanent,Permanent,,Training
8a858f2c59c89d5a0159ca42dc8c1a40,8a858f2c59c89d5a0159ca42dc8c1a40,5,3,15,1.018888889,1.005388889,5.026944444,365,328.5,1642.5,0,0,0,1,1,5,29,100,29.1,146,301963720,5,49:20.0,49:15.0,10000,12250,30,,Good,00:00.0,Savings,Savings,3.2579237,6.6182183,First Bank,,,Unknown,,Training
8a858f2d5bfcf426015bfd6c3039495d,8a858f2d5bfcf426015bfd6c3039495d,5,3,15,1.003888889,1.002111111,5.010555556,365,328.5,1642.5,0,0,0,1,0.4,2,32,40,31.6,158,301960959,5,20:28.0,20:24.0,20000,22250,15,,Bad,00:00.0,Savings,Savings,3.3063181,6.484759,UBA,,,Unknown,,Validation
8a858f2e5b81c373015b81c373e60000,8a858f2e5b81c373015b81c373e60000,5,3,15,1.003333333,1.002388889,5.011944444,365,328.5,1642.5,1,1,5,1,1,5,26,100,26.3,132,301993801,5,49:07.0,48:55.0,20000,24500,30,8a858fc55b2fde30015b300d85e20ef2,Good,00:00.0,Savings,Savings,7.8068282,7.1556289,UBA,,Permanent,Permanent,,Test
8a858f2f54e28d530155057d6c2129e1,8a858f2f54e28d530155057d6c2129e1,5,3,15,1.018888889,1.0055,5.0275,365,365,1825,0,0,0,1,0.6,3,31,60,30.4,152,301998380,5,23:52.0,23:46.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3057267,6.5250949,Stanbic IBTC,,Permanent,Permanent,,Test
8a858f3b59eed4f10159ef5f8a814a34,8a858f3b59eed4f10159ef5f8a814a34,5,3,15,1.003888889,1.002277778,5.011388889,365,328.5,1642.5,0,0,0,1,0.8,4,42,80,41.4,207,301960507,5,45:37.0,45:30.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.454505,6.7494917,Access Bank,,Permanent,Permanent,,Training
8a858f3d5bfc954e015bfcc137851d9d,8a858f3d5bfc954e015bfcc137851d9d,5,3,15,1.004722222,1.002388889,5.011944444,365,328.5,1642.5,1,1,5,1,1,5,39,100,38.8,194,301987308,5,25:22.0,25:14.0,20000,24500,30,8a8588dd54be35520154c9ffe1f03738,Good,00:00.0,Savings,Savings,4.5100005,9.8838537,FCMB,,,Unknown,,Validation
8a858f3f5c35c74a015c38ba4efc74cb,8a858f3f5c35c74a015c38ba4efc74cb,5,3,15,1.005277778,1.002722222,5.013611111,365,304.1666667,1520.833333,0,0,0,1,1,5,32,100,32.2,161,302002387,5,59:14.0,59:05.0,20000,22250,15,,Good,00:00.0,Savings,Savings,9.2874809,7.1672983,GT Bank,,Permanent,Permanent,,Training
8a858f4b55df0f530155df6f850e26c8,8a858f4b55df0f530155df6f850e26c8,5,3,15,1.004166667,1.002666667,5.013333333,365,338.2333333,1691.166667,0,0,0,1,0.8,4,54,80,54,270,301967568,5,04:48.0,04:43.0,10000,13000,30,,Good,00:00.0,Other,Other,6.2858981,4.932516,First Bank,,Permanent,Permanent,,Validation
8a858f4c5bb597f6015bbdbff82d4971,8a858f4c5bb597f6015bbdbff82d4971,5,3,15,1.003333333,1.002222222,5.011111111,365,328.5,1642.5,1,1,5,1,0.4,2,35,40,34.4,172,301970897,5,31:50.0,31:45.0,20000,24500,30,8a858f1e5aec5791015aef876abb0dbc,Bad,00:00.0,Savings,Savings,3.4753546,6.6176325,GT Bank,,,Unknown,,Test
8a858f4c5bc9eb48015bcb86cee34584,8a858f4c5bc9eb48015bcb86cee34584,5,3,15,1.004166667,1.002166667,5.010833333,365,328.5,1642.5,0,0,0,1,0.4,2,38,40,37.7,188,301997543,5,41:21.0,41:16.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.3907597,10.4797987,FCMB,,Permanent,Permanent,,Validation
8a858f4d5b809e68015b813974bc5538,8a858f4d5b809e68015b813974bc5538,5,3,15,1.009722222,1.003444444,5.017222222,365,340.6666667,1703.333333,1,1,5,1,0.6,3,31,60,30.5,152,301983708,5,23:56.0,23:49.0,10000,11500,15,8a858f725b49c0c0015b56d2ee6824d9,Good,00:00.0,Savings,Savings,3.340938,6.6324113,GT Bank,,Permanent,Permanent,,Validation
8a858f5c5ad7d927015adc131c314be0,8a858f5c5ad7d927015adc131c314be0,5,3,15,1.004166667,1.002777778,5.013888889,365,328.5,1642.5,0,0,0,1,1,5,42,100,42.2,211,301968724,5,16:30.0,16:15.0,20000,24500,30,,Good,00:00.0,Savings,Savings,7.4920715,5.5306505,First Bank,,,Unknown,,Validation
8a858f6a5a8a6734015a8aa2bb8020da,8a858f6a5a8a6734015a8aa2bb8020da,5,3,15,1.019722222,1.006,5.03,365,346.75,1733.75,0,0,0,1,0.6,3,36,60,35.9,180,301979708,5,19:05.0,17:54.0,10000,13000,30,,Good,00:00.0,Current,Other,3.4266937,6.4334393,UBA,,Permanent,Permanent,,Test
8a858f6c5a37e2a3015a3914d98f0578,8a858f6c5a37e2a3015a3914d98f0578,5,3,15,1.018333333,1.0055,5.0275,365,365,1825,0,0,0,1,0.6,3,38,60,38,190,301975866,5,13:53.0,13:47.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,6.9324867,6.0378505,Skye Bank,,Permanent,Permanent,,Test
8a858f6d5a7fef7d015a81cbcf5133e6,8a858f6d5a7fef7d015a81cbcf5133e6,5,3,15,1.006666667,1.003111111,5.015555556,365,365,1825,0,0,0,1,0.6,3,39,60,39,195,301966356,5,31:39.0,31:27.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.8797852,7.3481839,Access Bank,,,Unknown,,Validation
8a858f6e5a951fc2015a9e1a76993ed7,8a858f6e5a951fc2015a9e1a76993ed7,5,3,15,1.003611111,1.002444444,5.012222222,365,346.75,1733.75,0,0,0,1,0.8,4,26,80,25.6,128,301969774,5,59:46.0,59:33.0,10000,13000,30,,Good,00:00.0,Savings,Savings,4.7142583,8.1467367,UBA,,Permanent,Permanent,,Training
8a858f6e5a951fc2015a9e8c2e4f4436,8a858f6e5a951fc2015a9e8c2e4f4436,5,3,15,1.018055556,1.005388889,5.026944444,365,328.5,1642.5,0,0,0,1,1,5,42,100,41.9,209,301962498,5,21:27.0,20:22.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.2932916,6.6048079,Access Bank,,Permanent,Permanent,,Test
8a858f7d5a5bd94e015a5bee65da09bc,8a858f7d5a5bd94e015a5bee65da09bc,5,3,15,1.018611111,1.0055,5.0275,365,346.75,1733.75,0,0,0,1,0.6,3,37,60,37.1,185,301997442,5,32:59.0,32:52.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.2902753,6.5880798,GT Bank,,Permanent,Permanent,,Training
8a858f7d5a53db95015a5a093673725a,8a858f7d5a53db95015a5a093673725a,5,3,15,1.003333333,1.002388889,5.011944444,365,328.5,1642.5,0,0,0,1,1,5,27,100,26.8,134,302000221,5,20:18.0,20:11.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.5223019,6.4370975,GT Bank,,Permanent,Permanent,,Validation
8a858f7d5be8748c015be8ce824c40a3,8a858f7d5be8748c015be8ce824c40a3,5,3,15,1.002222222,1.001944444,5.009722222,365,328.5,1642.5,0,0,0,1,1,5,42,100,41.9,210,301989568,5,55:50.0,55:42.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.3632966,6.5023528,FCMB,,,Unknown,,Validation
8a858f7e5ba0189c015ba0ac3e254fe3,8a858f7e5ba0189c015ba0ac3e254fe3,5,3,15,1.003611111,1.002166667,5.010833333,365,328.5,1642.5,0,0,0,1,1,5,39,100,39.2,196,301965818,5,16:11.0,16:06.0,20000,24500,30,,Good,00:00.0,Savings,Savings,5.8247251,5.5905122,GT Bank,,,Unknown,,Training
8a858f7e5ba0189c015ba4b79b8c2d5b,8a858f7e5ba0189c015ba4b79b8c2d5b,5,3,15,1.003611111,1.002333333,5.011666667,365,328.5,1642.5,0,0,0,1,0.8,4,37,80,36.9,184,301986931,5,00:49.0,00:42.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.4703342,6.4433195,UBA,,,Unknown,,Test
8a858f7e5c213ef4015c2629c2f52ad4,8a858f7e5c213ef4015c2629c2f52ad4,5,3,15,1.018888889,1.005277778,5.026388889,365,328.5,1642.5,1,1,5,1,0.8,4,32,80,31.9,160,302003028,5,42:55.0,42:47.0,20000,24500,30,8a858e105bd92644015bdc54519566e5,Good,00:00.0,Savings,Savings,3.3369443,6.56393,Zenith Bank,,Permanent,Permanent,,Training
